,0,1,2
342,1LaeVTja5-acqitEtjVmnC73lsTKTjgPb,20777737LOCALIZADOR ENTRADA: 69910370,"20777737LOCALIZADOR ENTRADA: 69910370 - 9/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
343,1fonupGP8ayZiAxJQS7L7fw4p7HSSFhEM,20777737LOCALIZADOR ENTRADA: 69910381,"20777737LOCALIZADOR ENTRADA: 69910381 - 8/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
344,17P5PGaqB-ZL795ekAqn81_oj11UFmuCT,21082342LOCALIZADOR ENTRADA: 71019332,"21082342LOCALIZADOR ENTRADA: 71019332 - 98/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
345,1M3B8itr4jIAvIdMKB5BAQnxuzjGg-yJS,20144935Loc. Entrada: 67529312,20144935
346,1lwakPHrf1o1K_WM_YgLwB8wBHvULYwbj,21082352LOCALIZADOR ENTRADA: 71019571,"21082352LOCALIZADOR ENTRADA: 71019571 - 6/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
347,1HJi7CvVO80fOU45kVBdoER0C3nmr5Ffk,21082342LOCALIZADOR ENTRADA: 71019359,"21082342LOCALIZADOR ENTRADA: 71019359 - 73/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
348,1-0j81I7KouV9xKyYfUCSi4yVSLUVLv9D,20144935Loc. Entrada: 67529403,20144935
349,1s1V4gbIE7QUOjPQjMX7XClqO9cz3oOa3,21082352LOCALIZADOR ENTRADA: 71019514,"21082352LOCALIZADOR ENTRADA: 71019514 - 63/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
350,194M2TBje7CN_vz7LPpUlTK4btPO7Tt1g,21082352LOCALIZADOR ENTRADA: 71019513,"21082352LOCALIZADOR ENTRADA: 71019513 - 64/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
351,1x_NdBVrSq62LuhAGa6twno-PLY3RkbDs,20144935Loc. Entrada: 67529318,20144935
352,1pSjzT_AzpIMBcxaqz6xddf4JOXUhHH4B,20777737LOCALIZADOR ENTRADA: 69910436,"20777737LOCALIZADOR ENTRADA: 69910436 - 66/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
